1A,712
1B,801
1C,387
1D,266
2A,712
2B,1655
2C,952
2D,151
2E,933
2F,632
3B,199
3C,580
3D,748
3E,499
3F,346
3G,472
4A,354
4B,589
4C,769
4D,381
5A,261
5B,389
5C,597
5D,453
5E,1145
6A,875
6B,1166
6C,1005
6D,769
6E,504
7B,224
7C,381
7D,354
7E,284
7F,153
8A,327
8B,120
8C,206
8D,106
8E,189
