397902.36000000 138713.95000000
397039.66000000 137303.05000000
394286.31000000 137428.76000000
396299.65000000 139278.89000000
394712.33000000 137278.55000000
396363.39000000 139273.84000000
396256.29000000 139311.70000000
394333.27000000 137492.60000000
402258.34000000 136699.97000000
394287.84000000 137496.07000000
399905.46000000 135392.13000000
394533.52000000 137538.17000000
396510.05000000 137022.64000000
397731.82000000 145631.19000000
395876.49000000 137926.98000000
394525.50000000 137217.76000000
399151.38000000 136575.37000000
399900.19000000 135395.43000000
398805.97000000 141572.72000000
400408.69000000 134903.17000000
399174.30000000 136592.73000000
396766.15000000 140169.91000000
396687.06000000 138068.60000000
397153.60000000 136553.46000000
400455.72000000 134371.92000000
399463.98000000 136632.07000000
399463.98000000 136632.07000000
396368.30000000 139068.53000000
395785.10000000 137997.66000000
397991.80000000 139751.30000000
396431.45000000 137459.78000000
396552.56000000 136445.00000000
397619.45000000 136979.92000000
396524.38000000 139651.17000000
394981.35000000 140818.27000000
396198.82000000 139291.54000000
396325.06000000 137846.31000000
396428.36000000 137641.28000000
396205.64000000 137842.34000000
396359.98000000 137595.94000000
397631.61000000 136457.62000000
395287.92000000 137300.69000000
399787.23000000 135455.40000000
397258.02000000 138863.80000000
398123.43000000 136519.11000000
396733.47000000 140120.50000000
397539.03000000 143596.07000000
394996.44000000 140781.91000000
396336.03000000 139379.24000000
396342.15000000 139351.28000000
392687.66000000 143431.31000000
396385.69000000 139192.33000000
398081.30000000 136914.05000000
399881.32000000 135405.41000000
397133.55000000 142234.93000000
396299.80000000 139321.83000000
396713.47000000 138766.04000000
392579.42000000 143504.55000000
396283.57000000 137554.11000000
398330.11000000 136867.30000000
397285.49000000 138764.57000000
396763.89000000 138769.44000000
397247.93000000 138618.76000000
399715.45000000 136311.04000000
396299.80000000 139321.83000000
402020.97000000 138872.09000000
398048.74000000 136913.36000000
398072.79000000 136939.95000000
397718.39000000 136554.20000000
398966.80000000 136518.45000000
397307.48000000 138771.90000000
396027.19000000 138505.86000000
397900.09000000 138765.24000000
397138.75000000 142104.77000000
396394.09000000 139155.54000000
397529.76000000 138811.02000000
397899.91000000 141590.95000000
395323.27000000 137297.29000000
401356.95000000 134709.01000000
397317.22000000 136643.83000000
396295.71000000 137347.68000000
395189.40000000 140450.31000000
396687.80000000 138326.71000000
395869.27000000 137950.15000000
400463.53000000 135075.36000000
397260.97000000 138584.83000000
397846.02000000 138950.05000000
400180.89000000 135241.04000000
400889.88000000 136951.82000000
401163.56000000 136891.68000000
400951.13000000 136951.62000000
397197.07000000 137230.39000000
394996.02000000 140797.83000000
398182.26000000 136676.82000000
401217.16000000 136951.77000000
397901.30000000 138702.65000000
396201.89000000 137444.71000000
396392.63000000 139173.94000000
397887.83000000 140793.21000000
397673.99000000 138810.29000000
398073.80000000 136795.95000000
397899.41000000 138773.80000000
397816.43000000 139049.58000000
397634.84000000 136437.10000000
397633.27000000 138769.89000000
398833.93000000 136156.67000000
398135.97000000 136272.60000000
397131.20000000 141093.94000000
397257.32000000 138828.08000000
395039.48000000 140693.79000000
401682.69000000 137339.92000000
396075.85000000 138386.22000000
400814.47000000 136907.10000000
402294.33000000 140305.20000000
401122.04000000 136886.88000000
397066.68000000 137247.20000000
394305.60000000 137496.83000000
400651.45000000 137351.05000000
393695.69000000 140608.93000000
397895.88000000 137784.12000000
396301.51000000 139296.95000000
395795.46000000 138049.28000000
400413.81000000 134776.19000000
397312.81000000 138770.52000000
397312.81000000 138770.52000000
400010.53000000 136956.03000000
397105.53000000 138003.31000000
398169.84000000 137295.50000000
397084.72000000 140072.09000000
397997.61000000 139743.28000000
395344.68000000 137287.83000000
