1A01,1
1A02,2
1A03,1
1A04,2
1A05,1
1A06,3
1A07,1
1A08,1
1A09,1
1A10,3
1A11,2
1A12,2
1B01,1
1B02,1
1B03,1
1B04,1
1B05,1
1B06,1
1B07,1
1B08,1
1B09,1
1B10,1
1B11,1
1B12,4
1C01,3
1C02,1
1C03,2
1C04,1
1C05,1
1C06,2
1C07,1
1C08,1
1D01,2
1D02,1
1D03,1
1D04,1
1D05,2
2A01,2
2A02,1
2A03,1
2A04,1
2A05,1
2A06,1
2A07,1
2B01,1
2B02,1
2B03,2
2B04,3
2B05,1
2B06,1
2B07,1
2B08,1
2B09,1
2C01,1
2C02,1
2C03,1
2D01,1
2D02,1
2E01,1
2E02,1
2E03,1
2E05,1
2E06,1
2E07,1
2E08,1
2F01,1
2F02,4
2F03,1
2F04,2
2F05,1
2F06,1
2F07,1
2F08,3
3B01,1
3B02,1
3B03,1
3B04,1
3B05,1
3C01,1
3C02,2
3C03,2
3C04,1
3C05,1
3C06,1
3C07,1
3C08,1
3C09,1
3D01,2
3D02,1
3D03,1
3D04,1
3D05,2
3D08,1
3D09,2
3D10,2
3E01,1
3E02,1
3E03,1
3E04,1
3E05,1
3F01,1
3F02,1
3F03,1
3F04,2
3F05,2
3F06,1
3F07,1
3G01,1
3G02,1
3G03,1
3G04,1
3G05,1
3G06,1
3G07,3
4A02,1
4A03,1
4A04,1
4A06,1
4A07,1
4A08,1
4B01,2
4B02,1
4B03,1
4B04,3
4B05,1
4B06,1
4B07,2
4B08,1
4C01,1
4C02,1
4C03,1
4C04,1
4C05,1
4C06,2
4C07,1
4C08,1
4C09,2
4D01,2
4D02,1
4D03,1
4D04,1
4D06,1
5A01,2
5A02,1
5A03,1
5A05,2
5A06,2
5A07,1
5A08,1
5B01,4
5B02,1
5B03,1
5B04,3
5B05,2
5C01,2
5C02,2
5C03,2
5C04,2
5C05,2
5C06,2
5C07,3
5D01,1
5D02,1
5D03,1
5D04,1
5D05,3
5D06,1
5D07,2
5E01,2
5E02,3
5E03,1
5E04,2
5E05,2
5E06,3
5E07,3
5E08,1
5E09,3
5E10,2
6A01,1
6A02,2
6A03,1
6A04,1
6A05,1
6A06,2
6A07,2
6A08,2
6B01,1
6B02,2
6B03,2
6B04,1
6B05,2
6B06,3
6B07,1
6B08,1
6B09,1
6B10,1
6C01,1
6C02,1
6C03,1
6C04,1
6C05,1
6C06,2
6D01,1
6D02,2
6D03,1
6D04,1
6D05,2
6D06,1
6D07,1
6E01,2
6E02,4
6E03,2
6E04,2
6E05,2
6E06,1
6E07,2
7B01,1
7B02,1
7B04,1
7B05,1
7B06,1
7B07,1
7C01,1
7C02,1
7C03,1
7C04,1
7C05,1
7C06,1
7C07,4
7D01,2
7D03,1
7D04,1
7D05,3
7D06,2
7D07,1
7E01,1
7E02,2
7E03,2
7E04,2
7E05,1
7E07,2
7F01,1
7F02,1
7F03,1
7F04,1
7F05,2
8A01,1
8A02,2
8A03,1
8A04,1
8A05,2
8A06,3
8A07,1
8B01,1
8B02,1
8B03,1
8B04,2
8B05,1
8B06,1
8B07,1
8C02,3
8C03,2
8C05,1
8C07,1
8D01,1
8D02,1
8D03,1
8D04,1
8D06,1
8D07,1
8E02,1
8E04,1
8E06,1
8E07,1
